"year","month","day","source","sex","age","body_length","CA","placental_scar"
1985,7,17,6,"f",19,NA,NA,NA
1985,9,11,4,"m",0,NA,NA,NA
1986,5,18,6,"f",0,NA,NA,NA
1986,6,17,4,"f",0,NA,NA,NA
1988,1,6,4,"m",1,NA,NA,NA
1988,10,11,6,"f",20,NA,NA,NA
1990,11,17,4,"m",0,NA,NA,NA
1990,8,5,4,"m",0,NA,NA,NA
1990,NA,NA,4,"f",0,NA,NA,NA
1991,NA,NA,4,"f",0,NA,NA,NA
1991,7,24,4,"f",5,NA,NA,NA
1991,NA,NA,4,"m",0,NA,NA,NA
1990,NA,NA,4,"m",0,NA,NA,NA
1990,10,22,4,"m",0,NA,NA,NA
1991,NA,NA,NA,"m",33,NA,NA,NA
1991,6,10,4,"m",0,NA,NA,NA
1991,12,7,4,"m",0,NA,NA,NA
1992,4,25,4,"f",0,NA,NA,NA
1992,4,30,6,"f",0,NA,NA,NA
1992,5,12,4,"m",0,NA,NA,NA
1992,5,20,4,"m",0,NA,NA,NA
1992,6,20,6,"m",6,NA,NA,NA
1993,5,21,4,"m",0,NA,NA,NA
1993,6,20,6,"f",0,NA,NA,NA
1994,10,22,4,"f",0,NA,NA,NA
1994,NA,NA,4,NA,0,NA,NA,NA
1996,11,3,4,"m",28,NA,NA,NA
1997,12,9,6,"f",0,NA,NA,NA
1998,10,16,6,"f",30,NA,NA,NA
1981,NA,NA,1,NA,NA,NA,NA,NA
1981,NA,NA,1,"f",NA,NA,NA,NA
1981,NA,NA,1,"m",19,NA,NA,NA
1982,NA,NA,1,"m",12,NA,NA,NA
1982,NA,NA,1,"f",12,NA,NA,NA
1982,NA,NA,1,"f",9,NA,NA,NA
1982,NA,NA,1,"m",18,NA,NA,NA
1982,NA,NA,1,NA,NA,NA,NA,NA
1982,NA,NA,1,"m",5,NA,NA,NA
1982,NA,NA,1,"m",24,NA,NA,NA
1983,NA,NA,1,"m",2,NA,NA,NA
1983,NA,NA,1,"m",7,NA,NA,NA
1983,NA,NA,1,"m",0,NA,NA,NA
1983,NA,NA,1,"f",3,NA,NA,NA
1983,NA,NA,1,"m",11,NA,NA,NA
1983,NA,NA,1,"f",13,NA,NA,NA
1983,NA,NA,1,"m",2,NA,NA,NA
1983,NA,NA,1,"m",20,NA,NA,NA
1986,4,29,1,"m",25,NA,NA,NA
1986,4,29,1,"m",23,NA,NA,NA
1986,4,29,1,"f",25,NA,NA,NA
1986,4,30,1,"f",29,NA,NA,NA
1986,4,30,1,"m",25,NA,NA,NA
1986,5,1,1,"m",8,NA,NA,NA
1986,5,1,1,"m",3,NA,NA,NA
1986,5,1,1,"f",17,NA,NA,NA
1986,5,15,1,"m",2,NA,NA,NA
1986,5,25,1,"f",8,NA,NA,NA
1986,5,31,1,"m",7,NA,NA,NA
1986,5,25,1,"m",NA,NA,NA,NA
1986,5,25,1,"m",NA,NA,NA,NA
1986,5,29,1,"m",12,NA,NA,NA
1986,5,10,1,"m",6,NA,NA,NA
1986,6,6,1,"m",22,NA,NA,NA
1986,6,NA,1,"f",10,NA,NA,NA
1986,6,2,1,"f",14,NA,NA,NA
1986,6,5,1,"f",3,NA,NA,NA
1986,6,1,1,"m",11,NA,NA,NA
1986,6,1,1,"m",15,NA,NA,NA
1986,6,5,1,"m",26,NA,NA,NA
1986,6,NA,1,"m",6,NA,NA,NA
1986,6,NA,1,"f",6,NA,NA,NA
1986,NA,NA,1,"f",20,NA,NA,NA
1987,5,NA,1,"m",NA,NA,NA,NA
1987,5,NA,1,"f",NA,NA,NA,NA
1987,5,NA,1,"m",NA,NA,NA,NA
1987,5,NA,1,"m",NA,NA,NA,NA
1987,5,NA,1,"f",NA,NA,NA,NA
1987,5,NA,1,"f",NA,NA,NA,NA
1987,5,NA,1,"m",NA,NA,NA,NA
1987,5,NA,1,"m",NA,NA,NA,NA
1987,5,NA,1,"f",NA,NA,NA,NA
1987,5,NA,1,"m",NA,NA,NA,NA
1987,NA,NA,1,"m",6,NA,NA,NA
1987,NA,NA,1,"f",NA,NA,NA,NA
1987,NA,NA,1,"f",NA,NA,NA,NA
1987,NA,NA,1,"m",NA,NA,NA,NA
1987,NA,NA,1,"f",NA,NA,NA,NA
1987,NA,NA,1,"f",NA,NA,NA,NA
1987,NA,NA,1,"f",NA,NA,NA,NA
1987,NA,NA,1,"m",NA,NA,NA,NA
1987,NA,NA,1,"m",NA,NA,NA,NA
1987,NA,NA,1,"f",NA,NA,NA,NA
1987,NA,NA,1,NA,NA,NA,NA,NA
1987,NA,NA,1,"f",10,NA,NA,NA
1987,NA,NA,1,"f",5,NA,NA,NA
1987,NA,NA,1,NA,NA,NA,NA,NA
1987,NA,NA,1,"f",6,NA,NA,NA
1987,NA,NA,1,"f",5,NA,NA,NA
1987,NA,NA,1,"f",5,NA,NA,NA
1987,NA,NA,1,"f",NA,NA,NA,NA
1987,NA,NA,1,"f",16,NA,NA,NA
1987,NA,NA,1,"m",14,NA,NA,NA
1987,NA,NA,1,"f",NA,NA,NA,NA
1987,NA,NA,1,"m",NA,NA,NA,NA
1987,NA,NA,1,"f",NA,NA,NA,NA
1987,NA,NA,1,"f",23,NA,NA,NA
1987,NA,NA,1,"m",3,NA,NA,NA
1987,NA,NA,1,"m",NA,NA,NA,NA
1987,NA,NA,1,"f",18,NA,NA,NA
1987,NA,NA,1,"f",NA,NA,NA,NA
1987,NA,NA,1,"m",NA,NA,NA,NA
1987,NA,NA,1,"m",10,NA,NA,NA
1987,NA,NA,1,"f",NA,NA,NA,NA
1987,NA,NA,1,"f",NA,NA,NA,NA
1987,NA,NA,1,"m",14,NA,NA,NA
1987,NA,NA,1,"m",NA,NA,NA,NA
1987,NA,NA,1,"m",13,NA,NA,NA
1987,NA,NA,1,"m",10,NA,NA,NA
1987,NA,NA,1,"m",12,NA,NA,NA
1987,NA,NA,1,"m",5,NA,NA,NA
1987,NA,NA,1,"m",3,NA,NA,NA
1987,NA,NA,1,"f",22,NA,NA,NA
1987,NA,NA,1,NA,NA,NA,NA,NA
1987,NA,NA,1,"f",NA,NA,NA,NA
1987,NA,NA,1,"f",NA,NA,NA,NA
1987,NA,NA,1,NA,NA,NA,NA,NA
1987,NA,NA,1,NA,NA,NA,NA,NA
1987,NA,NA,1,NA,NA,NA,NA,NA
1987,NA,NA,1,"f",NA,NA,NA,NA
1987,NA,NA,1,"f",18,NA,NA,NA
1987,NA,NA,1,NA,NA,NA,NA,NA
1987,NA,NA,1,NA,NA,NA,NA,NA
1988,5,NA,1,"f",4,135,NA,NA
1988,5,NA,1,"m",10,138.5,NA,NA
1988,5,NA,1,"f",4,143,NA,NA
1988,5,NA,1,"m",6,132,NA,NA
1988,5,NA,1,"f",4,123,NA,NA
1988,5,NA,1,"f",13,133,NA,NA
1988,5,NA,1,"f",3,110,NA,NA
1988,5,NA,1,"f",2,112.5,NA,NA
1988,NA,NA,1,"m",19,131,NA,NA
1988,NA,NA,1,"m",8,134,NA,NA
1988,NA,NA,1,"m",25,135,NA,NA
1988,NA,NA,1,"m",12,148,NA,NA
1988,NA,NA,1,"f",26,NA,NA,NA
1988,NA,NA,1,"f",8,NA,NA,NA
1988,NA,NA,1,"f",0,NA,NA,NA
1988,NA,NA,1,"f",NA,NA,NA,NA
1988,NA,NA,1,"f",25,NA,NA,NA
1988,NA,NA,1,"f",NA,NA,NA,NA
1988,NA,NA,1,"f",NA,NA,NA,NA
1988,NA,NA,1,"f",20,NA,NA,NA
1989,NA,NA,1,"f",22,NA,NA,NA
1989,NA,NA,1,"m",2,NA,NA,NA
1989,NA,NA,1,"f",2,NA,NA,NA
1989,NA,NA,1,"m",3,NA,NA,NA
1989,NA,NA,1,"f",25,NA,NA,NA
1989,NA,NA,1,"f",26,NA,NA,NA
1990,4,21,1,"f",15,142,0,NA
1990,4,21,1,"f",17,125,0,NA
1990,4,22,1,"m",10,143,NA,NA
1990,4,28,1,"f",3,120,0,NA
1990,4,28,1,"f",15,134,0,NA
1990,4,28,1,"f",11,130,0,NA
1990,4,28,1,"f",9,140,1,NA
1991,4,NA,1,"m",4,127,NA,NA
1991,4,NA,1,"f",14,143,0,NA
1991,4,NA,1,"m",28,131,NA,NA
1991,4,NA,1,"m",29,143,NA,NA
1991,4,NA,1,"m",20,151,NA,NA
1991,4,NA,1,"f",22,143,0,NA
1991,4,NA,1,"m",15,133,NA,NA
1991,4,NA,1,"f",22,129,0,NA
1991,4,NA,1,"f",22,146,0,NA
1991,4,NA,1,"m",5,136,NA,NA
1992,4,22,1,"f",3,113,0,NA
1992,4,22,1,"m",3,131,NA,NA
1992,4,22,1,"m",3,127,NA,NA
1992,4,22,1,"m",21,158,NA,NA
1992,4,22,1,"m",15,136,NA,NA
1992,4,22,1,"f",15,126,1,NA
1992,4,22,1,"f",23,141,0,NA
1992,4,22,1,"m",26,154,NA,NA
1992,4,22,1,"f",3,124,1,NA
1992,4,24,1,"f",3,129,0,NA
1993,5,NA,1,"m",9,134,NA,NA
1993,5,NA,1,"f",10,121,0,NA
1993,5,NA,1,"m",17,140,NA,NA
1993,5,NA,1,"m",14,138,NA,NA
1993,5,NA,1,"m",17,151,NA,NA
1993,5,NA,1,"m",13,129,NA,NA
1993,5,NA,1,"f",3,121,0,NA
1993,5,NA,1,"f",23,139,0,NA
1993,5,NA,1,"m",6,134,NA,NA
1994,5,NA,1,"f",4,118,0,NA
1994,5,NA,1,"m",8,124,NA,NA
1994,5,NA,1,"m",6,132,NA,NA
1994,5,NA,1,"m",5,123,NA,NA
1995,4,NA,1,"m",5,130,NA,NA
1995,4,NA,1,"f",32,138,0,NA
1995,4,NA,1,"m",4,118,NA,NA
1995,4,NA,1,"f",12,137,0,NA
1995,4,NA,1,"m",11,156,NA,NA
1995,4,NA,1,"f",8,127,0,NA
1995,4,NA,1,"f",3,111,0,NA
1995,4,NA,1,"f",3,111,0,NA
1995,4,NA,1,"m",10,147,NA,NA
1995,4,NA,1,"m",5,124,NA,NA
1996,4,NA,1,"f",12,139,0,NA
1996,4,NA,1,"f",6,129,1,NA
1996,4,NA,1,"m",18,146,NA,NA
1996,4,NA,1,"f",11,130,1,NA
1996,4,NA,1,"f",14,126,0,NA
1996,4,NA,1,"f",6,127,0,NA
1996,4,NA,1,"f",20,136,1,NA
1996,4,NA,1,"f",14,141,0,NA
1996,4,NA,1,"f",18,134,1,NA
1996,11,NA,1,"f",29,134,1,NA
1997,5,NA,1,"m",21,147,NA,NA
1997,5,NA,1,"f",7,130,0,NA
1997,5,NA,1,"f",7,128,1,NA
1997,5,NA,1,"f",6,129,1,NA
1997,5,NA,1,"f",8,123,1,NA
1997,5,NA,1,"f",6,127,0,NA
1997,5,NA,1,"f",7,126,1,NA
1997,5,NA,1,"m",7,130,NA,NA
1997,5,NA,1,"m",16,139,NA,NA
1997,5,NA,1,"m",15,131,NA,NA
1998,4,NA,1,"f",4,126,0,NA
1998,4,NA,1,"f",25,135,0,NA
1998,4,NA,1,"f",13,128,0,NA
1998,4,NA,1,"f",20,137,0,NA
1998,4,NA,1,"m",4,133,NA,NA
1998,4,NA,1,"m",7,131,NA,NA
1998,4,NA,1,"m",14,148,NA,NA
1998,4,NA,1,"m",1,116,NA,NA
1998,4,NA,1,"f",12,126,0,NA
1998,5,NA,1,"m",12,142,NA,NA
1999,4,NA,1,"f",19,140,0,NA
1999,4,NA,1,"f",13,134,1,NA
1999,5,NA,1,"f",11,125,1,NA
1999,5,NA,1,"m",10,135,NA,NA
1999,5,NA,1,"f",22,157,1,NA
1999,5,NA,1,"f",6,126,1,NA
1999,5,NA,1,"m",13,128,NA,NA
2000,4,NA,1,"m",19,143,NA,NA
2000,4,NA,1,"f",6,130,1,NA
2000,4,NA,1,"f",2,118,0,NA
2000,4,NA,1,"m",14,134,NA,NA
2000,4,NA,1,"m",27,149,NA,NA
2000,4,NA,1,"f",15,124,1,NA
2000,4,NA,1,"f",9,138,1,NA
2000,4,NA,1,"m",6,132,NA,NA
2000,4,NA,1,"m",7,140,NA,NA
2000,7,NA,1,"f",0,NA,NA,NA
2001,5,NA,1,"m",20,NA,NA,NA
2001,7,NA,1,"m",1,NA,NA,NA
2002,4,NA,4,"f",13,148,1,NA
2002,4,NA,1,"f",9,149,1,NA
2002,4,NA,1,"f",20,144,0,NA
2002,4,NA,1,"f",17,137,0,NA
2002,4,NA,1,"f",16,142,NA,NA
2002,4,NA,1,"m",9,135,NA,NA
2002,4,NA,1,"m",6,128,NA,NA
2002,4,NA,1,"f",17,140,1,NA
2002,4,NA,1,"f",4,122,0,NA
2004,4,25,1,"f",10,134,1,NA
2004,4,25,1,"f",6,125,1,NA
2004,4,NA,1,"m",NA,145,NA,NA
2004,4,NA,1,"m",NA,133,NA,NA
2004,4,NA,1,"m",NA,131,NA,NA
2004,4,26,1,"f",6,124,1,NA
2004,4,27,1,"f",20,137,1,NA
2004,4,27,1,"f",6,122,NA,NA
2004,4,28,1,"f",9,128,1,NA
2004,5,1,1,"f",35,NA,0,NA
2004,5,NA,1,"m",6,NA,NA,NA
2004,10,2,1,"f",5,NA,1,NA
2004,NA,NA,NA,"f",NA,NA,0,NA
2005,5,NA,1,"f",NA,NA,0,NA
2006,4,20,1,"m",2,111,NA,NA
2006,4,20,1,"f",7,122,0,NA
2006,4,21,1,"m",4,127,NA,NA
2006,4,21,1,"f",6,128,0,NA
2006,4,21,1,"m",2,110,NA,NA
2006,4,22,1,"m",8,134,NA,NA
2006,4,22,1,"m",6,138,NA,NA
2006,4,22,1,"f",15,133,1,NA
2006,4,22,1,"f",10,135,1,NA
2006,4,23,1,"m",9,136,NA,NA
2006,4,23,1,"m",4,123,NA,NA
2006,4,23,1,"f",13,141,0,NA
2006,4,24,1,"m",11,132,NA,NA
2006,4,24,1,"m",9,143,NA,NA
2006,5,NA,1,NA,0,NA,NA,NA
2007,4,21,1,"m",4,126,NA,NA
2007,4,21,1,"m",6,140,NA,NA
2007,4,22,1,"f",8,132,1,NA
2007,4,22,1,"m",2,123,NA,NA
2007,4,22,1,"m",10,137,NA,NA
2007,4,23,1,"f",16,135,0,NA
2007,4,23,1,"m",7,142,NA,NA
2007,4,24,1,"m",15,142,NA,NA
2007,4,24,1,"m",20,135,NA,NA
2007,4,24,1,"m",3,114,NA,NA
2007,4,12,4,"m",NA,NA,NA,NA
2007,8,31,4,"m",0,NA,NA,NA
2007,9,11,4,"m",0,NA,NA,NA
2007,9,28,2,"f",NA,126,NA,NA
2007,10,12,4,"f",NA,110,1,1
2007,10,21,4,"f",NA,150,1,NA
2008,3,28,1,"m",NA,NA,NA,NA
2008,4,24,1,"m",0,NA,NA,NA
2008,4,30,1,"m",0,NA,NA,NA
2008,4,30,1,"m",NA,NA,NA,NA
2008,4,16,1,"m",NA,NA,NA,NA
2008,4,19,1,"m",0,NA,NA,NA
2008,4,22,1,"m",0,NA,NA,NA
2008,4,22,1,"m",NA,NA,NA,NA
2008,5,30,1,"f",1,104,0,NA
2008,5,30,1,"m",13,135,NA,NA
2008,5,30,1,"f",1,109,0,NA
2008,6,30,4,NA,NA,NA,NA,NA
2008,6,9,1,"f",14,128,1,NA
2008,6,1,1,"f",1,117,NA,NA
2008,6,1,1,"m",1,103,NA,NA
2008,6,3,1,"f",18,130,1,NA
2008,6,5,1,"m",25,142,NA,NA
2008,6,7,1,"m",2,110,NA,NA
2008,6,9,1,"m",15,129,NA,NA
2008,6,11,1,"m",0,73,NA,NA
2008,6,14,1,"m",0,94,NA,NA
2009,4,22,2,"f",0,80,NA,NA
2009,4,28,1,"m",8,138,NA,NA
2009,4,29,1,"m",11,125,NA,NA
2009,4,29,1,"m",9,136,NA,NA
2009,4,29,1,"m",6,135,NA,NA
2009,4,30,1,"m",12,134,NA,NA
2009,4,30,1,"m",13,143,NA,NA
2009,4,30,1,"m",5,136,NA,NA
2009,5,20,1,"f",12,131,1,NA
2009,5,20,1,"f",6,126,1,NA
2009,5,22,1,"f",1,114,0,NA
2009,5,22,1,"f",27,132,1,NA
2009,5,24,1,"f",14,130,1,NA
2009,5,24,1,"f",5,120,0,NA
2009,5,14,1,"m",8,133,NA,NA
2009,5,15,1,"m",12,122,NA,NA
2009,5,1,1,"m",9,140,NA,NA
2009,5,1,1,"f",8,133,0,NA
2009,5,1,1,"m",6,139,NA,NA
2009,6,6,1,"f",6,118,1,NA
2009,7,10,1,NA,0,NA,NA,NA
2009,7,31,1,"m",0,95,NA,NA
2009,9,5,4,"m",0,110,NA,NA
2009,10,18,1,"f",8,121,0,NA
2009,10,20,1,"f",20,133,1,NA
2009,10,27,1,"f",8,157,0,NA
2009,10,2,1,"m",3,114,NA,NA
2009,10,9,1,"m",12,142,NA,NA
2009,10,9,1,"m",6,132,NA,NA
2009,10,12,1,"m",14,138,NA,NA
2009,10,24,1,"m",15,159,NA,NA
2009,10,29,1,"m",9,147,NA,NA
2009,10,31,1,"m",7,146,NA,NA
2009,10,27,1,"f",13,128,0,NA
2009,11,NA,1,"m",4,NA,NA,NA
2009,11,5,1,"m",5,140,NA,NA
2009,11,5,1,"m",16,144,NA,NA
2009,11,7,1,"m",2,124,NA,NA
2009,11,5,1,"f",6,127,1,NA
2010,5,NA,4,"m",6,NA,NA,NA
2010,9,NA,4,"f",0,125,0,NA
2010,9,NA,1,"m",11,144,NA,NA
2010,10,NA,1,"m",0,108,NA,NA
2010,10,NA,1,"m",10,137,NA,NA
2010,10,NA,1,"m",11,150,NA,NA
2011,5,NA,NA,"m",24,NA,NA,NA
2011,5,NA,NA,"f",9,NA,0,NA
2011,5,NA,NA,"f",4,NA,NA,1
2011,5,NA,NA,"f",8,NA,1,1
2011,5,29,4,"f",5,90,1,1
2011,5,NA,4,"f",5,100,0,NA
2011,5,NA,4,"f",6,90,NA,1
2011,5,NA,4,"f",2,100,NA,NA
2011,11,NA,4,"m",2,110,NA,NA
2012,9,16,4,"f",NA,NA,NA,NA
2012,9,28,4,"m",0,94,NA,NA
2012,10,7,1,"f",1,NA,0,NA
2012,10,8,1,"m",10,NA,NA,NA
2012,10,8,1,"f",1,NA,0,NA
2012,10,8,1,"f",14,NA,NA,NA
2013,4,22,4,"m",3,115,NA,NA
2013,4,20,4,"m",1,116,NA,NA
2013,10,19,4,"f",0,104,0,NA
2013,10,22,1,"m",24,NA,NA,NA
2013,11,2,2,"f",0,115,NA,NA
2013,11,2,4,"m",0,134,NA,NA
2013,11,2,1,"f",1,NA,0,0
2013,11,17,4,"f",6,164,0,NA
2013,11,3,1,"m",8,NA,NA,NA
2013,11,3,1,"m",NA,NA,NA,NA
2014,4,27,1,"f",0,100,NA,NA
2014,4,10,2,"f",0,NA,NA,NA
2014,4,15,2,"m",0,70,NA,NA
2014,5,16,2,"m",0,97,NA,NA
2014,5,22,2,"m",0,75,NA,NA
2014,5,8,2,"m",0,73,NA,NA
2014,5,4,2,"f",NA,82,NA,NA
2014,5,6,2,"f",0,NA,NA,NA
2014,5,14,4,"m",0,60,NA,NA
2014,6,20,2,"m",0,90,NA,NA
2014,6,7,2,"m",0,95,NA,NA
2014,6,2,2,"f",0,75,NA,NA
2014,6,18,2,"f",0,70,NA,NA
2014,6,15,2,"m",0,100,NA,NA
2014,7,10,2,"f",0,70,NA,NA
2014,7,11,2,"m",28,110,NA,NA
2014,9,9,2,"m",0,98,NA,NA
2014,9,19,2,"f",0,85,0,NA
2014,10,31,2,"m",2,115,NA,NA
2014,10,31,2,"m",1,107,NA,NA
2014,10,10,1,NA,3,NA,NA,NA
2014,10,12,1,"m",13,NA,NA,NA
2014,11,8,2,"f",1,NA,0,NA
2014,11,15,4,"m",0,100,NA,NA
2015,4,20,4,"m",NA,140,NA,NA
2015,4,27,4,"f",0,65,0,NA
2015,4,29,4,"m",0,75,NA,NA
2015,4,29,4,"m",0,70,NA,NA
2015,4,26,4,"m",0,60,NA,NA
2015,4,27,4,"f",0,68,0,NA
2015,5,20,2,"m",2,NA,NA,NA
2015,5,20,2,"m",1,NA,NA,NA
2015,5,6,4,"m",0,98,NA,NA
2015,5,8,4,"f",0,75,NA,NA
2015,5,30,4,"f",0,80,0,NA
2015,5,2,4,"f",0,70,0,NA
2015,5,9,4,"f",0,64,0,NA
2015,5,NA,4,"f",0,78,0,NA
2015,5,18,4,"m",0,85,NA,NA
2015,5,15,NA,"m",0,82,NA,NA
2015,5,10,4,"f",0,59,0,NA
2015,5,25,4,"m",0,NA,NA,NA
2015,5,7,4,"m",0,85,NA,NA
2015,5,5,4,"m",0,68,NA,NA
2015,5,18,4,"m",0,70,NA,NA
2015,6,8,4,"m",0,85,NA,NA
2015,6,8,4,NA,0,95,NA,NA
2015,6,18,4,"m",0,110,NA,NA
2015,7,22,1,"f",3,NA,NA,NA
2015,7,8,4,"m",0,76,NA,NA
2015,7,28,NA,"f",0,78,0,NA
2015,7,20,NA,"f",0,78,0,NA
2015,9,15,2,"f",0,120,0,NA
2015,9,22,2,"f",NA,137,NA,NA
2015,9,11,2,"m",4,140,NA,NA
2015,9,11,2,"m",0,84,NA,NA
2015,9,3,2,"m",0,94,NA,NA
2015,10,8,NA,"m",1,90,NA,NA
2015,10,7,NA,"f",6,110,NA,NA
2015,10,11,1,"m",15,NA,NA,NA
2015,10,13,1,"f",16,NA,1,NA
2015,10,13,1,"m",4,NA,NA,NA
2015,10,10,1,"f",1,NA,0,0
2015,5,8,4,NA,0,NA,NA,NA
2015,5,8,4,"f",0,NA,0,NA
2015,5,8,4,NA,0,NA,NA,NA
2015,5,8,4,"m",0,NA,NA,NA
2015,9,NA,4,"m",0,NA,NA,NA
2016,4,20,1,"f",10,120,1,1
2016,4,28,1,"m",0,70,NA,NA
2016,4,20,1,"m",30,120,NA,NA
2016,4,20,1,"m",1,70,NA,NA
2016,4,26,1,"m",0,97,NA,NA
2016,4,30,1,"m",0,70,NA,NA
2016,4,30,1,"f",8,NA,1,1
2016,4,30,1,"f",7,138,1,1
2016,4,16,1,"f",1,80,0,0
2016,4,22,1,"m",1,110,NA,NA
2016,4,16,1,"m",3,105,NA,NA
2016,4,23,1,"f",18,105,1,1
2016,4,22,1,"m",9,122,NA,NA
2016,4,30,1,"f",2,NA,0,NA
2016,4,30,1,"m",17,NA,NA,NA
2016,4,23,1,"f",7,NA,0,0
2016,5,3,1,"m",20,135,NA,NA
2016,5,7,1,"m",19,130,NA,NA
2016,5,9,1,"m",2,115,NA,NA
2016,5,1,1,"f",11,NA,0,0
2016,5,9,1,"f",2,105,0,0
2016,5,9,1,"f",1,105,0,0
2016,5,9,1,"m",4,125,NA,NA
2016,5,4,1,"m",2,130,NA,NA
2016,5,3,1,"f",2,120,NA,0
2016,5,3,1,NA,2,125,NA,NA
2016,5,4,1,"f",12,122,0,0
2016,5,4,1,"m",9,132,NA,NA
2016,5,7,1,"f",1,98,0,0
2016,5,2,1,"m",0,53,NA,NA
2016,5,4,1,"m",1,115,NA,NA
2016,5,29,2,"f",0,38,0,0
2016,5,6,1,"m",18,NA,NA,NA
2016,5,3,1,"m",8,114,NA,NA
2016,5,6,1,"f",40,NA,NA,NA
2016,5,5,1,"f",0,65,0,0
2016,5,4,1,"m",22,122,NA,NA
2016,5,5,1,"m",22,130,NA,NA
2016,5,4,1,"m",11,128,NA,NA
2016,5,4,1,"f",0,70,0,0
2016,5,5,1,"f",21,131,1,1
2016,5,1,1,"m",2,NA,NA,NA
2016,5,1,1,"m",11,NA,NA,NA
2016,5,2,1,"f",27,NA,NA,NA
2016,5,2,1,"f",1,NA,NA,NA
